ENTDATESERVICETYPE,ENTDATEDAYOFWEEK,ENTSTATION,EXTSTATION,ENTPERIOD,ENTQUARTHOUR,AVG_TRIPS,congestion_level,old_cost,new_cost
Weekday,Tue,Judiciary Square,U Street/African-Amer Civil War Memorial/Cardozo,PM Peak,4:45 PM to 5:00 PM,3,1.0,,
Weekday,Mon,Shady Grove,Gallery Pl-Chinatown,Evening,10:00 PM to 10:15 PM,2,1.0,,
Weekday,Thu,Brookland-CUA,Brookland-CUA,Midday,2:00 PM to 2:15 PM,1,1.0,,
Weekday,Fri,Rosslyn,L'Enfant Plaza,PM Peak,5:30 PM to 5:45 PM,2,1.0,,
Weekday,Tue,Capitol South,Glenmont,Evening,7:00 PM to 7:15 PM,2,1.0,,
Weekday,Tue,Archives-Navy Memorial-Penn Quarter,Dupont Circle,PM Peak,5:15 PM to 5:30 PM,6,1.0,,
Weekday,Tue,Mt Vernon Sq 7th St-Convention Center,Capitol South,AM Peak,8:30 AM to 8:45 AM,12,2.0,,
Weekday,Wed,Vienna/Fairfax-GMU,King St-Old Town,AM Peak,7:45 AM to 8:00 AM,1,1.0,,
Weekday,Wed,Farragut North,Metro Center,Midday,12:15 PM to 12:30 PM,10,2.0,,
Weekday,Mon,U Street/African-Amer Civil War Memorial/Cardozo,College Park-U of Md,Midday,1:30 PM to 1:45 PM,1,1.0,,
Weekday,Mon,Bethesda,Columbia Heights,Evening,11:15 PM to 11:30 PM,1,1.0,,
Weekday,Thu,Gallery Pl-Chinatown,Bethesda,AM Peak,8:45 AM to 9:00 AM,5,1.0,,
Weekday,Tue,NoMa-Gallaudet U,Forest Glen,Evening,7:15 PM to 7:30 PM,2,1.0,,
Weekday,Tue,L'Enfant Plaza,Tysons Corner,PM Peak,4:15 PM to 4:30 PM,3,1.0,,
Weekday,Wed,Twinbrook,Woodley Park-Zoo/Adams Morgan,AM Peak,6:00 AM to 6:15 AM,1,1.0,,
Weekday,Wed,Silver Spring,Wheaton,PM Peak,6:45 PM to 7:00 PM,6,1.0,,
Weekday,Wed,West Hyattsville,Navy Yard-Ballpark,AM Peak,6:15 AM to 6:30 AM,3,1.0,,
Weekday,Tue,Union Station,Waterfront,PM Peak,3:00 PM to 3:15 PM,3,1.0,,
Weekday,Tue,Franconia-Springfield,King St-Old Town,AM Peak,5:45 AM to 6:00 AM,3,1.0,,
Weekday,Wed,Metro Center,McPherson Square,Midday,2:15 PM to 2:30 PM,3,1.0,,
Weekday,Wed,Ronald Reagan Washington National Airport,Bethesda,AM Peak,6:00 AM to 6:15 AM,1,1.0,,
Weekday,Wed,West Falls Church-VT/UVA,Crystal City,Evening,8:00 PM to 8:15 PM,1,1.0,,
Weekday,Tue,Mt Vernon Sq 7th St-Convention Center,Farragut North,PM Peak,6:30 PM to 6:45 PM,1,1.0,,
Weekday,Tue,Woodley Park-Zoo/Adams Morgan,Wheaton,PM Peak,4:30 PM to 4:45 PM,1,1.0,,
Weekday,Mon,Ronald Reagan Washington National Airport,Georgia Ave-Petworth,Evening,8:30 PM to 8:45 PM,2,1.0,,
Weekday,Mon,Naylor Road,Rockville,Midday,11:15 AM to 11:30 AM,1,1.0,,
Weekday,Mon,Foggy Bottom-GWU,Braddock Road,Evening,9:45 PM to 10:00 PM,2,1.0,,
Weekday,Wed,West Hyattsville,Rhode Island Ave-Brentwood,AM Peak,7:45 AM to 8:00 AM,2,1.0,,
Weekday,Fri,College Park-U of Md,Dupont Circle,Midday,11:45 AM to 12:00 PM,2,1.0,,
Weekday,Mon,Suitland,Anacostia,Midday,1:45 PM to 2:00 PM,4,1.0,,
Weekday,Mon,Farragut West,Ronald Reagan Washington National Airport,Midday,12:30 PM to 12:45 PM,4,1.0,,
Weekday,Mon,Ronald Reagan Washington National Airport,Franconia-Springfield,Midday,1:30 PM to 1:45 PM,4,1.0,,
Weekday,Mon,Wiehle-Reston East,Takoma,PM Peak,3:45 PM to 4:00 PM,2,1.0,,
Weekday,Fri,Grosvenor-Strathmore,L'Enfant Plaza,AM Peak,6:30 AM to 6:45 AM,3,1.0,,
Sunday,Sun,Shaw-Howard U,Benning Road,Midday,11:30 AM to 11:45 AM,1,1.0,,
Weekday,Fri,New Carrollton,Metro Center,Midday,12:15 PM to 12:30 PM,3,1.0,,
Sunday,Sun,Metro Center,Minnesota Ave,AM Peak,9:15 AM to 9:30 AM,1,1.0,,
Sunday,Sun,New Carrollton,McPherson Square,Evening,8:45 PM to 9:00 PM,1,1.0,,
Saturday,Sat,Mt Vernon Sq 7th St-Convention Center,Georgia Ave-Petworth,PM Peak,4:30 PM to 4:45 PM,3,1.0,,
Weekday,Tue,West Falls Church-VT/UVA,Court House,AM Peak,9:00 AM to 9:15 AM,3,1.0,,
Weekday,Tue,Farragut West,Tysons Corner,AM Peak,6:15 AM to 6:30 AM,1,1.0,,
Weekday,Tue,NoMa-Gallaudet U,Franconia-Springfield,AM Peak,7:45 AM to 8:00 AM,1,1.0,,
Weekday,Thu,Fort Totten,Rosslyn,AM Peak,8:00 AM to 8:15 AM,2,1.0,,
Saturday,Sat,Shady Grove,Shady Grove,Midday,11:30 AM to 11:45 AM,1,1.0,,
Sunday,Sun,Capitol South,McPherson Square,Midday,11:45 AM to 12:00 PM,1,1.0,,
Weekday,Fri,Wiehle-Reston East,Metro Center,Midday,10:45 AM to 11:00 AM,4,1.0,,
Weekday,Mon,Pentagon City,U Street/African-Amer Civil War Memorial/Cardozo,AM Peak,9:15 AM to 9:30 AM,3,1.0,,
Weekday,Fri,Mt Vernon Sq 7th St-Convention Center,New Carrollton,PM Peak,4:45 PM to 5:00 PM,1,1.0,,
Saturday,Sat,Tysons Corner,Woodley Park-Zoo/Adams Morgan,Evening,7:45 PM to 8:00 PM,2,1.0,,
Saturday,Sat,Smithsonian,Minnesota Ave,Evening,11:15 PM to 11:30 PM,1,1.0,,
Weekday,Thu,Shady Grove,Navy Yard-Ballpark,Midday,2:15 PM to 2:30 PM,1,1.0,,
Weekday,Thu,Clarendon,Ronald Reagan Washington National Airport,AM Peak,5:45 AM to 6:00 AM,1,1.0,,
Weekday,Mon,Eastern Market,Georgia Ave-Petworth,AM Peak,9:00 AM to 9:15 AM,1,1.0,,
Weekday,Fri,Ballston-MU,Farragut West,PM Peak,4:00 PM to 4:15 PM,12,2.0,,
Saturday,Sat,Court House,Spring Hill,Midday,2:00 PM to 2:15 PM,1,1.0,,
Weekday,Wed,Huntington,Court House,Midday,1:15 PM to 1:30 PM,2,1.0,,
Saturday,Sat,Virginia Square-GMU,King St-Old Town,PM Peak,6:30 PM to 6:45 PM,1,1.0,,
Weekday,Fri,Ballston-MU,Spring Hill,AM Peak,9:00 AM to 9:15 AM,2,1.0,,
Saturday,Sat,Grosvenor-Strathmore,Woodley Park-Zoo/Adams Morgan,Evening,11:45 PM to 12:00 AM,1,1.0,,
Weekday,Wed,L'Enfant Plaza,Prince George's Plaza,Evening,7:15 PM to 7:30 PM,3,1.0,,
Weekday,Fri,McPherson Square,Greenbelt,Midday,2:30 PM to 2:45 PM,2,1.0,,
Saturday,Sat,Columbia Heights,Pentagon,Midday,10:45 AM to 11:00 AM,6,1.0,,
Weekday,Wed,Shaw-Howard U,Glenmont,Evening,7:30 PM to 7:45 PM,3,1.0,,
Saturday,Sat,Archives-Navy Memorial-Penn Quarter,Tysons Corner,Midday,2:45 PM to 3:00 PM,2,1.0,,
Saturday,Sat,Cleveland Park,King St-Old Town,PM Peak,3:30 PM to 3:45 PM,7,1.0,,
Saturday,Sat,Largo Town Center,Ronald Reagan Washington National Airport,Midday,11:00 AM to 11:15 AM,1,1.0,,
Weekday,Fri,NoMa-Gallaudet U,Foggy Bottom-GWU,Midday,2:30 PM to 2:45 PM,2,1.0,,
Weekday,Fri,Rosslyn,Shady Grove,PM Peak,4:30 PM to 4:45 PM,7,1.0,,
Weekday,Mon,Archives-Navy Memorial-Penn Quarter,Capitol Heights,Evening,9:30 PM to 9:45 PM,1,1.0,,
Weekday,Mon,Fort Totten,Fort Totten,PM Peak,3:30 PM to 3:45 PM,1,1.0,,
Weekday,Mon,Vienna/Fairfax-GMU,Anacostia,AM Peak,8:15 AM to 8:30 AM,1,1.0,,
Saturday,Sat,Wiehle-Reston East,Stadium-Armory,Midday,2:45 PM to 3:00 PM,3,1.0,,
Weekday,Fri,Metro Center,Vienna/Fairfax-GMU,AM Peak,9:00 AM to 9:15 AM,1,1.0,,
Weekday,Fri,Navy Yard-Ballpark,Waterfront,PM Peak,6:15 PM to 6:30 PM,2,1.0,,
Sunday,Sun,Archives-Navy Memorial-Penn Quarter,Potomac Ave,PM Peak,3:45 PM to 4:00 PM,1,1.0,,
Saturday,Sat,Suitland,Pentagon City,Midday,11:45 AM to 12:00 PM,1,1.0,,
Weekday,Fri,Virginia Square-GMU,Medical Center,PM Peak,4:00 PM to 4:15 PM,1,1.0,,
Weekday,Fri,Shaw-Howard U,Eastern Market,Evening,8:15 PM to 8:30 PM,1,1.0,,
Sunday,Sun,Deanwood,New Carrollton,Midday,2:15 PM to 2:30 PM,1,1.0,,
Weekday,Fri,Capitol South,Metro Center,AM Peak,8:45 AM to 9:00 AM,9,1.0,,
Weekday,Tue,Deanwood,Minnesota Ave,Midday,12:30 PM to 12:45 PM,1,1.0,,
Weekday,Tue,Anacostia,Brookland-CUA,AM Peak,9:00 AM to 9:15 AM,4,1.0,,
Weekday,Fri,Van Dorn Street,Pentagon,AM Peak,5:30 AM to 5:45 AM,2,1.0,,
Weekday,Mon,Wiehle-Reston East,McLean,Evening,8:15 PM to 8:30 PM,1,1.0,,
Weekday,Mon,Union Station,Farragut West,Midday,1:15 PM to 1:30 PM,2,1.0,,
Weekday,Tue,Dupont Circle,Van Ness-UDC,Midday,2:45 PM to 3:00 PM,6,1.0,,
Weekday,Thu,Farragut West,Virginia Square-GMU,PM Peak,4:00 PM to 4:15 PM,10,2.0,,
Saturday,Sat,Georgia Ave-Petworth,Dupont Circle,Midday,2:45 PM to 3:00 PM,1,1.0,,
Weekday,Thu,Franconia-Springfield,Suitland,PM Peak,5:30 PM to 5:45 PM,3,1.0,,
Saturday,Sat,King St-Old Town,Eisenhower Avenue,Evening,7:15 PM to 7:30 PM,2,1.0,,
Weekday,Mon,Wheaton,Glenmont,Midday,2:30 PM to 2:45 PM,2,1.0,,
Weekday,Thu,Virginia Square-GMU,Van Ness-UDC,PM Peak,5:45 PM to 6:00 PM,1,1.0,,
Weekday,Wed,Archives-Navy Memorial-Penn Quarter,Federal Center SW,AM Peak,9:00 AM to 9:15 AM,2,1.0,,
Weekday,Fri,Woodley Park-Zoo/Adams Morgan,Friendship Heights,Midday,1:15 PM to 1:30 PM,4,1.0,,
Weekday,Tue,White Flint,New Carrollton,Evening,7:45 PM to 8:00 PM,1,1.0,,
Sunday,Sun,Rosslyn,Minnesota Ave,AM Peak,7:00 AM to 7:15 AM,1,1.0,,
Weekday,Fri,Dupont Circle,Federal Triangle,Midday,2:15 PM to 2:30 PM,4,1.0,,
Weekday,Fri,Foggy Bottom-GWU,Van Ness-UDC,PM Peak,3:30 PM to 3:45 PM,3,1.0,,
Saturday,Sat,Potomac Ave,Union Station,Midday,12:00 PM to 12:15 PM,2,1.0,,
Weekday,Fri,Farragut North,U Street/African-Amer Civil War Memorial/Cardozo,PM Peak,4:30 PM to 4:45 PM,3,1.0,,
Saturday,Sat,Gallery Pl-Chinatown,Takoma,PM Peak,5:30 PM to 5:45 PM,4,1.0,,
Sunday,Sun,Farragut North,Pentagon,Evening,11:00 PM to 11:15 PM,1,1.0,,
Saturday Holiday,Mon,Gallery Pl-Chinatown,Georgia Ave-Petworth,Evening,11:00 PM to 11:15 PM,2,1.0,,
Weekday,Fri,Clarendon,Union Station,Evening,9:15 PM to 9:30 PM,2,1.0,,
Weekday,Tue,Dupont Circle,Metro Center,Midday,11:45 AM to 12:00 PM,10,2.0,,
Weekday,Tue,New Carrollton,Pentagon,AM Peak,5:30 AM to 5:45 AM,8,1.0,,
Weekday,Thu,Forest Glen,NoMa-Gallaudet U,Midday,11:30 AM to 11:45 AM,1,1.0,,
Weekday,Thu,Braddock Road,Greenbelt,Midday,12:45 PM to 1:00 PM,1,1.0,,
Weekday,Thu,Rhode Island Ave-Brentwood,Capitol Heights,Evening,11:15 PM to 11:30 PM,1,1.0,,
Saturday,Sat,Huntington,Eastern Market,AM Peak,7:45 AM to 8:00 AM,1,1.0,,
Weekday,Mon,Georgia Ave-Petworth,Woodley Park-Zoo/Adams Morgan,AM Peak,8:00 AM to 8:15 AM,1,1.0,,
Weekday,Tue,Federal Center SW,Stadium-Armory,PM Peak,4:00 PM to 4:15 PM,2,1.0,,
Weekday,Tue,East Falls Church,Van Dorn Street,Midday,12:00 PM to 12:15 PM,1,1.0,,
Weekday,Tue,Branch Ave,Van Ness-UDC,AM Peak,8:45 AM to 9:00 AM,2,1.0,,
Weekday,Tue,Forest Glen,Federal Triangle,AM Peak,8:45 AM to 9:00 AM,3,1.0,,
Weekday,Thu,Southern Avenue,Mt Vernon Sq 7th St-Convention Center,AM Peak,8:30 AM to 8:45 AM,4,1.0,,
Weekday,Thu,Georgia Ave-Petworth,Gallery Pl-Chinatown,AM Peak,6:45 AM to 7:00 AM,4,1.0,,
Weekday,Wed,Rhode Island Ave-Brentwood,Naylor Road,Midday,1:30 PM to 1:45 PM,1,1.0,,
Weekday,Tue,West Hyattsville,Medical Center,AM Peak,5:45 AM to 6:00 AM,1,1.0,,
Weekday,Mon,Judiciary Square,Vienna/Fairfax-GMU,PM Peak,4:00 PM to 4:15 PM,11,2.0,,
Saturday,Sat,Foggy Bottom-GWU,Columbia Heights,PM Peak,3:30 PM to 3:45 PM,4,1.0,,
Weekday,Thu,Metro Center,Tenleytown-AU,PM Peak,4:45 PM to 5:00 PM,18,2.0,,
Weekday,Thu,U Street/African-Amer Civil War Memorial/Cardozo,Foggy Bottom-GWU,Evening,8:30 PM to 8:45 PM,2,1.0,,
Weekday,Thu,Federal Center SW,McPherson Square,Midday,1:15 PM to 1:30 PM,2,1.0,,
Sunday,Sun,Brookland-CUA,Pentagon,AM Peak,8:00 AM to 8:15 AM,1,1.0,,
Weekday,Fri,King St-Old Town,Farragut North,AM Peak,6:30 AM to 6:45 AM,1,1.0,,
Weekday,Wed,Shady Grove,Federal Center SW,Midday,10:15 AM to 10:30 AM,3,1.0,,
Weekday,Mon,Metro Center,Tenleytown-AU,Evening,7:00 PM to 7:15 PM,18,2.0,,
Weekday,Mon,Greenbelt,Gallery Pl-Chinatown,AM Peak,9:00 AM to 9:15 AM,19,2.0,,
Sunday,Sun,Georgia Ave-Petworth,Congress Heights,Evening,7:00 PM to 7:15 PM,2,1.0,,
Weekday,Fri,Southern Avenue,Stadium-Armory,AM Peak,7:15 AM to 7:30 AM,2,1.0,,
Sunday,Sun,Foggy Bottom-GWU,Naylor Road,Evening,10:30 PM to 10:45 PM,2,1.0,,
Weekday,Tue,Shaw-Howard U,Benning Road,PM Peak,4:00 PM to 4:15 PM,1,1.0,,
Weekday,Tue,Shaw-Howard U,Shaw-Howard U,PM Peak,5:15 PM to 5:30 PM,1,1.0,,
Weekday,Wed,Twinbrook,Union Station,Midday,11:15 AM to 11:30 AM,3,1.0,,
Weekday,Mon,Rockville,Silver Spring,PM Peak,3:00 PM to 3:15 PM,1,1.0,,
Weekday,Mon,Judiciary Square,Brookland-CUA,Evening,7:30 PM to 7:45 PM,3,1.0,,
Weekday,Mon,Benning Road,Foggy Bottom-GWU,AM Peak,7:45 AM to 8:00 AM,7,1.0,,
Weekday,Mon,Silver Spring,NoMa-Gallaudet U,PM Peak,4:15 PM to 4:30 PM,3,1.0,,
Weekday,Mon,Potomac Ave,Union Station,Midday,10:15 AM to 10:30 AM,1,1.0,,
Sunday,Sun,Brookland-CUA,Columbia Heights,Evening,7:45 PM to 8:00 PM,3,1.0,,
Weekday,Tue,Suitland,Southern Avenue,Midday,2:45 PM to 3:00 PM,2,1.0,,
Weekday,Tue,Southern Avenue,Waterfront,Evening,8:45 PM to 9:00 PM,2,1.0,,
Weekday,Tue,Rhode Island Ave-Brentwood,Smithsonian,AM Peak,6:30 AM to 6:45 AM,2,1.0,,
Weekday,Tue,Shady Grove,Grosvenor-Strathmore,AM Peak,7:45 AM to 8:00 AM,3,1.0,,
Weekday,Tue,Bethesda,Brookland-CUA,PM Peak,4:15 PM to 4:30 PM,2,1.0,,
Weekday,Tue,Pentagon City,Van Ness-UDC,AM Peak,6:45 AM to 7:00 AM,2,1.0,,
Weekday,Tue,Rosslyn,Franconia-Springfield,Evening,9:00 PM to 9:15 PM,3,1.0,,
Weekday,Tue,Wiehle-Reston East,L'Enfant Plaza,AM Peak,4:45 AM to 5:00 AM,13,2.0,,
Weekday,Tue,Rhode Island Ave-Brentwood,Branch Ave,PM Peak,5:00 PM to 5:15 PM,1,1.0,,
Weekday,Fri,Navy Yard-Ballpark,Columbia Heights,Midday,10:15 AM to 10:30 AM,2,1.0,,
Weekday,Fri,Georgia Ave-Petworth,Greenbelt,Midday,12:00 PM to 12:15 PM,2,1.0,,
Weekday,Thu,NoMa-Gallaudet U,Takoma,PM Peak,5:45 PM to 6:00 PM,9,1.0,,
Weekday,Tue,Franconia-Springfield,Ballston-MU,AM Peak,7:30 AM to 7:45 AM,6,1.0,,
Weekday,Tue,Greensboro,Crystal City,AM Peak,8:00 AM to 8:15 AM,4,1.0,,
Saturday,Sat,Friendship Heights,McLean,PM Peak,6:15 PM to 6:30 PM,1,1.0,,
Sunday,Sun,Ballston-MU,Tysons Corner,AM Peak,8:15 AM to 8:30 AM,1,1.0,,
Weekday,Tue,Gallery Pl-Chinatown,Branch Ave,PM Peak,6:45 PM to 7:00 PM,10,2.0,,
Weekday,Wed,Greenbelt,Fort Totten,AM Peak,5:45 AM to 6:00 AM,2,1.0,,
Weekday,Wed,Navy Yard-Ballpark,Congress Heights,Evening,7:30 PM to 7:45 PM,2,1.0,,
Weekday,Wed,NoMa-Gallaudet U,Glenmont,Evening,7:45 PM to 8:00 PM,2,1.0,,
Weekday,Wed,Mt Vernon Sq 7th St-Convention Center,Pentagon,PM Peak,5:30 PM to 5:45 PM,8,1.0,,
Weekday,Wed,McPherson Square,Glenmont,Midday,12:00 PM to 12:15 PM,1,1.0,,
Sunday,Sun,Archives-Navy Memorial-Penn Quarter,Dupont Circle,PM Peak,5:45 PM to 6:00 PM,3,1.0,,
Weekday,Fri,Dupont Circle,Braddock Road,Evening,10:00 PM to 10:15 PM,2,1.0,,
Weekday,Wed,U Street/African-Amer Civil War Memorial/Cardozo,Fort Totten,Midday,2:30 PM to 2:45 PM,2,1.0,,
Weekday,Wed,Huntington,New Carrollton,PM Peak,6:15 PM to 6:30 PM,1,1.0,,
Saturday Holiday,Mon,Tenleytown-AU,Union Station,Midday,2:45 PM to 3:00 PM,3,1.0,,
Weekday,Tue,Rhode Island Ave-Brentwood,Metro Center,Evening,9:00 PM to 9:15 PM,1,1.0,,
Weekday,Tue,Shady Grove,Woodley Park-Zoo/Adams Morgan,AM Peak,8:30 AM to 8:45 AM,3,1.0,,
Weekday,Fri,Takoma,Navy Yard-Ballpark,Midday,9:30 AM to 9:45 AM,1,1.0,,
Weekday,Fri,Franconia-Springfield,Ronald Reagan Washington National Airport,Evening,7:30 PM to 7:45 PM,1,1.0,,
Weekday,Fri,Glenmont,Judiciary Square,AM Peak,7:45 AM to 8:00 AM,25,3.0,,
Saturday,Sat,Spring Hill,Branch Ave,AM Peak,8:00 AM to 8:15 AM,1,1.0,,
Weekday,Thu,Pentagon City,Dupont Circle,Midday,1:30 PM to 1:45 PM,2,1.0,,
Weekday,Fri,Eastern Market,Cleveland Park,Midday,10:15 AM to 10:30 AM,4,1.0,,
Saturday,Sat,Foggy Bottom-GWU,Largo Town Center,PM Peak,5:15 PM to 5:30 PM,3,1.0,,
Weekday,Tue,White Flint,Judiciary Square,AM Peak,5:30 AM to 5:45 AM,1,1.0,,
Weekday,Thu,Van Ness-UDC,Waterfront,PM Peak,5:30 PM to 5:45 PM,2,1.0,,
Weekday,Thu,Capitol Heights,Columbia Heights,Midday,11:15 AM to 11:30 AM,1,1.0,,
Weekday,Fri,Greenbelt,Southern Avenue,Midday,2:45 PM to 3:00 PM,2,1.0,,
Weekday,Thu,Rosslyn,Cleveland Park,Midday,1:15 PM to 1:30 PM,1,1.0,,
Weekday,Mon,Archives-Navy Memorial-Penn Quarter,Congress Heights,PM Peak,6:15 PM to 6:30 PM,3,1.0,,
Weekday,Mon,McPherson Square,Smithsonian,Midday,12:45 PM to 1:00 PM,4,1.0,,
Weekday,Thu,Deanwood,Southern Avenue,AM Peak,7:00 AM to 7:15 AM,1,1.0,,
Weekday,Wed,Shaw-Howard U,Waterfront,Evening,8:30 PM to 8:45 PM,2,1.0,,
Saturday Holiday,Mon,Navy Yard-Ballpark,Waterfront,Evening,11:00 PM to 11:15 PM,1,1.0,,
Saturday Holiday,Mon,Benning Road,Van Ness-UDC,AM Peak,6:00 AM to 6:15 AM,1,1.0,,
Weekday,Wed,U Street/African-Amer Civil War Memorial/Cardozo,Archives-Navy Memorial-Penn Quarter,AM Peak,8:15 AM to 8:30 AM,22,3.0,,
Weekday,Wed,Judiciary Square,Farragut North,PM Peak,3:30 PM to 3:45 PM,8,1.0,,
Weekday,Wed,Farragut North,Takoma,PM Peak,3:45 PM to 4:00 PM,9,1.0,,
Weekday,Wed,L'Enfant Plaza,Rosslyn,PM Peak,3:00 PM to 3:15 PM,4,1.0,,
Weekday,Wed,Minnesota Ave,Silver Spring,AM Peak,6:45 AM to 7:00 AM,1,1.0,,
Weekday,Fri,L'Enfant Plaza,Gallery Pl-Chinatown,Evening,8:15 PM to 8:30 PM,4,1.0,,
Saturday Holiday,Mon,Anacostia,Gallery Pl-Chinatown,PM Peak,6:30 PM to 6:45 PM,1,1.0,,
Weekday,Wed,L'Enfant Plaza,Greenbelt,PM Peak,5:30 PM to 5:45 PM,37,3.0,,
Weekday,Fri,Southern Avenue,Minnesota Ave,Midday,1:00 PM to 1:15 PM,1,1.0,,
Saturday,Sat,Stadium-Armory,Ballston-MU,Evening,9:15 PM to 9:30 PM,1,1.0,,
Weekday,Wed,Capitol Heights,Metro Center,PM Peak,3:15 PM to 3:30 PM,1,1.0,,
Weekday,Wed,Navy Yard-Ballpark,NoMa-Gallaudet U,AM Peak,6:15 AM to 6:30 AM,1,1.0,,
Weekday,Fri,College Park-U of Md,Tysons Corner,PM Peak,5:00 PM to 5:15 PM,1,1.0,,
Weekday,Fri,Morgan Boulevard,Court House,AM Peak,7:00 AM to 7:15 AM,1,1.0,,
Weekday,Thu,U Street/African-Amer Civil War Memorial/Cardozo,College Park-U of Md,AM Peak,9:00 AM to 9:15 AM,3,1.0,,
Weekday,Wed,Twinbrook,Navy Yard-Ballpark,AM Peak,7:30 AM to 7:45 AM,1,1.0,,
Sunday,Sun,Deanwood,Shaw-Howard U,Midday,1:15 PM to 1:30 PM,1,1.0,,
Weekday,Tue,L'Enfant Plaza,McLean,PM Peak,5:30 PM to 5:45 PM,2,1.0,,
Weekday,Tue,L'Enfant Plaza,Federal Triangle,AM Peak,6:15 AM to 6:30 AM,14,2.0,,
Weekday,Fri,Georgia Ave-Petworth,Greenbelt,AM Peak,7:00 AM to 7:15 AM,1,1.0,,
Weekday,Mon,Eastern Market,Van Dorn Street,PM Peak,5:30 PM to 5:45 PM,1,1.0,,
Weekday,Mon,Union Station,Eisenhower Avenue,PM Peak,6:00 PM to 6:15 PM,3,1.0,,
Weekday,Mon,Union Station,Tysons Corner,PM Peak,3:00 PM to 3:15 PM,2,1.0,,
Weekday,Tue,Union Station,Judiciary Square,Midday,2:00 PM to 2:15 PM,6,1.0,,
Sunday,Sun,Franconia-Springfield,Mt Vernon Sq 7th St-Convention Center,Midday,10:30 AM to 10:45 AM,4,1.0,,
Weekday,Tue,Greensboro,Congress Heights,PM Peak,4:30 PM to 4:45 PM,1,1.0,,
Weekday,Tue,Waterfront,Farragut West,PM Peak,3:45 PM to 4:00 PM,1,1.0,,
Weekday,Tue,Benning Road,Foggy Bottom-GWU,Midday,1:30 PM to 1:45 PM,3,1.0,,
Weekday,Tue,Suitland,New Carrollton,AM Peak,5:45 AM to 6:00 AM,1,1.0,,
Weekday,Fri,Waterfront,Prince George's Plaza,PM Peak,4:15 PM to 4:30 PM,1,1.0,,
Weekday,Tue,Navy Yard-Ballpark,McPherson Square,PM Peak,3:15 PM to 3:30 PM,1,1.0,,
Weekday,Fri,Wheaton,Foggy Bottom-GWU,AM Peak,7:45 AM to 8:00 AM,4,1.0,,
Weekday,Fri,Pentagon,Capitol Heights,AM Peak,7:30 AM to 7:45 AM,1,1.0,,
Sunday,Sun,Ronald Reagan Washington National Airport,Twinbrook,PM Peak,3:15 PM to 3:30 PM,2,1.0,,
Weekday,Fri,Archives-Navy Memorial-Penn Quarter,Pentagon,Evening,10:30 PM to 10:45 PM,2,1.0,,
Weekday,Wed,Van Dorn Street,Landover,PM Peak,4:00 PM to 4:15 PM,1,1.0,,
Weekday,Thu,Georgia Ave-Petworth,Addison Road-Seat Pleasant,PM Peak,3:00 PM to 3:15 PM,1,1.0,,
Weekday,Tue,Pentagon City,East Falls Church,Evening,7:15 PM to 7:30 PM,1,1.0,,
Weekday,Wed,U Street/African-Amer Civil War Memorial/Cardozo,Gallery Pl-Chinatown,Midday,2:45 PM to 3:00 PM,4,1.0,,
Weekday,Fri,Fort Totten,L'Enfant Plaza,AM Peak,7:30 AM to 7:45 AM,14,2.0,,
Weekday,Wed,Friendship Heights,Tenleytown-AU,AM Peak,7:00 AM to 7:15 AM,2,1.0,,
Weekday,Tue,Ballston-MU,NoMa-Gallaudet U,AM Peak,8:30 AM to 8:45 AM,4,1.0,,
Weekday,Tue,Crystal City,Federal Triangle,Evening,7:00 PM to 7:15 PM,1,1.0,,
Weekday,Tue,Friendship Heights,Naylor Road,PM Peak,6:30 PM to 6:45 PM,1,1.0,,
Weekday,Thu,Gallery Pl-Chinatown,Navy Yard-Ballpark,AM Peak,7:30 AM to 7:45 AM,6,1.0,,
Weekday,Thu,Fort Totten,U Street/African-Amer Civil War Memorial/Cardozo,PM Peak,4:45 PM to 5:00 PM,5,1.0,,
Weekday,Wed,Medical Center,Huntington,PM Peak,5:45 PM to 6:00 PM,1,1.0,,
Weekday,Wed,Mt Vernon Sq 7th St-Convention Center,Crystal City,AM Peak,5:15 AM to 5:30 AM,1,1.0,,
Weekday,Thu,Silver Spring,Twinbrook,PM Peak,5:00 PM to 5:15 PM,1,1.0,,
Weekday,Tue,Naylor Road,West Falls Church-VT/UVA,AM Peak,8:00 AM to 8:15 AM,1,1.0,,
Weekday,Fri,Eastern Market,Gallery Pl-Chinatown,Midday,10:45 AM to 11:00 AM,3,1.0,,
Weekday,Fri,Eastern Market,Farragut West,PM Peak,6:15 PM to 6:30 PM,3,1.0,,
Weekday,Tue,Shady Grove,Vienna/Fairfax-GMU,PM Peak,5:30 PM to 5:45 PM,2,1.0,,
Weekday,Thu,Vienna/Fairfax-GMU,Ballston-MU,Evening,8:30 PM to 8:45 PM,1,1.0,,
Weekday,Mon,Addison Road-Seat Pleasant,Tenleytown-AU,Midday,2:45 PM to 3:00 PM,1,1.0,,
Weekday,Tue,Union Station,Judiciary Square,PM Peak,5:30 PM to 5:45 PM,3,1.0,,
Saturday,Sat,Federal Triangle,Virginia Square-GMU,Evening,10:15 PM to 10:30 PM,1,1.0,,
Saturday,Sat,Huntington,Shaw-Howard U,Midday,10:15 AM to 10:30 AM,2,1.0,,
Weekday,Fri,Gallery Pl-Chinatown,West Falls Church-VT/UVA,PM Peak,6:30 PM to 6:45 PM,2,1.0,,
